Comment,Rate,Time,User
Cận cao cấp bố ơi,0,20/04/2019,Phạm Quang Anh
,0,,
"Máy ổn, ngoại trừ việc là 4G và wifi hơi kém. Với mức giá như này thì đây là một con máy rất tốt",4,19/04/2019,Trung
,0,,
"Máy mới mua cảm nhận ban đầu pin kém 🔋, mạng 4G kém, chơi game giật lag ping quá cao không chơi được. Thấy sai lầm khi mua máy này. Đôi lời gửi đến SAMSUNG!",1,19/04/2019,Đinh Chiều
"Chào bạn, Dạ không biết hiện tại bạn mua sản phẩm được bao lâu rồi ạ? Mong phản hồi từ anh ! ",0,19/04/2019,Thanh Sang
ping k phải do máy. Ping cao là do mạng,0,28/04/2019,Hóm
,0,,
"pin trâu! camera đẹp! nhiều chức năng,lướt web tốt
xem phim tốt trừ cái vân tay không nhạy lắm trải nghiệm được 2 tuần nói chung ok  với tầm giá gần 7 triệu",4,18/04/2019,trường vũ
chơi game may bị do đứng màn hình khó chịu quá  cần nhà sx khắc phục gấp ,4,20/06/2019,Dai
,0,,
Dùng quá chán. Lỗi chàng chịt mua rồi phải chịu. Cảm ứng đơ liên tục chưa có con nào chán như con này.,1,20/06/2019,Chung
B mua bao lâu r v,0,21/06/2019,Huyền
Đi ngoài đường chỉ cần 1 giọt mưa nhỏ v màng hình. Thì đố bạn nào mở khóa dc,0,21/06/2019,Kiệt
bảo hành dc ko bạn đang định mua,0,26/06/2019,Ngọc
,0,,
Pin khá ok. Camera chụp hình và quay phim trong nhà hoặc thiếu sáng một tí là xấu cực. Có khá nhiều hột và không rõ nét khuôn mặt cũng như không gian xung quanh. Kiểu như camera của những máy 2-3tr. Vân tay ẩn không nhạy. Quét vân tay khá lâu và toàn không khớp mặc dù đã lau tay rất sạch để đúng vị trí mà vẫn sai mk....,2,20/06/2019,Bích Ngọc
Camera 25MP mà ko được nét hả bạn....,0,20/06/2019,Tuan
,0,,
,0,,
"Mình mua a50 đúng được gần 1 tháng, máy cảm ứng kém. 1 người nửa mua cùng mình cũng bị như vậy. Cảm ứng vân tay quá tồi đặt tay mấy lần mới được. Mình đã trả máy và bị trừ 20%",1,20/05/2019,Trần sinh
,0,,
Cho mình hỏi a50 màn hình rung ko cảm ứng được tắt đi mở lại .lại dùng bình thường .lỗi do đâu mới mua đk nửa tháng có đổi mới dk ko,3,19/05/2019,Nguyễn cẩm thạch
"Chào chị ! Dạ về trường hợp của chị, chị giúp em mang sản phẩm của mình ra siêu thị để bên em kiểm tra và thông tin chính xác cho chị, chị nhé. Thông tin đến chị ! ",0,19/05/2019,Hồ Quang Nghĩa
,0,,
"dt mua được tầm tháng mà sài vân tay chán quá ,vậy 1 ngón cài 3 lần luôn mak vẩn mở cả chục lần mới nhận diện được .chán",2,19/05/2019,lê tiến thành
Nên lau sạch chỗ màn hình nhé :D tui lau sạch nhận nhanh lắm,0,21/05/2019,Vũ Nhật Quang
,0,,
"Samsung a50 của mình:
-Lỗi nắp lưng sau không khít với camera
-khu vực camera sau bên trong máy không chắc chắn cầm vào máy hay đặt xuống là nghe tiếng lạo xạo
- phần cảm ứng ở góc dưới bên phải bị liệt. Lúc đc lúc không
- loạn cảm ứng bàn phím ảo
- Lỗi lớn nhất: máy còn pin, tự sập nguồn và không thể bật lên lại.",3,29/05/2019,Đoàn Minh Ái
,0,,
"Mọi trải nghiệm đều ổn, chị nhân viên tên Kim ở TGDĐ 12 Đinh Bộ Lĩnh, Mỹ Tho, Tiền Giang rất ư là nhiệt tình và dễ thương luôn.",5,29/05/2019,Lộc
,0,,
Mua về dùng dk 3 ngày thấy ổn mà. Đánh liên quân max setting vs cả bật fps cao ổn mà. Nếu bật thêm wuay khoảng khắc thì nó hỏi lag xíu thôi. Combat vẫn ổn. Camera sau khi cập nhật và tối ưu thấy cx ok. Đại khái tầm giá này nv là ổn. Thu âm vs quay video tốt,5,28/05/2019,Nguyễn như ý
,0,,
"Máy mới 2019.phải trãi nghiệm mới biết được.sau 3 lần cập nhật vá lỗi thì a50.đã thật sự khác biệt.mấy bạn phải tự tìm hiểu vào cài đặc thì máy sẽ ổn định.giờ thì vân tay mở trong vòng một nốt nhạc.máy chạy rất mượt,lợi bin.nói chung giá 7tr là quá ổn.kiểu dáng đẹp mắt.sẽ còn nhiều bản vá lỗi nữa.tôi mua ở thế giới di động.nhân viên nhiệt tình và thân thiện.tôi có bo cho nhân viên,nhưng ở đây người ta ko dám nhận vì sợ bị đuổi việc.nói chung nhân viên rất chân thành.thanks.",4,28/05/2019,Nguyễn ngọc hậu
Ban moi mua ma da cap nhap 3 lan sau tui mua gan 1thang ma cgi cap nhap moi 2lan.muon cap nhap lan 3 ko dc..cap nhap lan 2 thay do hon chay muot.nhung hay nhay lung tung nhat la len wer ch a ngan ma da tu nhay..bi may lan lun.mong cap nhap sau va loi nay,0,28/05/2019,Tam
,0,,
Bỏ ra 7tr dùng rất ổn.sau 3 lần cập nhật sửa lỗi giờ máy mượt mà hơn nhiều.trước dùng j7 pro đã ngon giờ a50 cũng ổn trong tầm giá.,5,26/05/2019,Tuyến
Trước nghe A30 hay bị lỗi cứ nghĩ A50 sẽ khá hơn nhưng hoàn toàn thất vọng.máy bị lỗi cứ tắt nguồn rồi đứng máy.không đáng mua tí nào,1,29/03/2019,Lê v.ngân
Chắc tại nhầm cái đó p,0,30/03/2019,Phạm Thịnh
,0,,
"Máy tốt, game mượt, loa to, chụp hình đẹp, pin trâu, sạc nhanh, chơi pubg lâu chỉ ơi ấm nhẹ. Quá ngon trong tầm giá.",5,29/03/2019,Nguyễn Hữu Đáng
,0,,
"Cứ cảm giác nge nhạc loa cứ bị dè ấy k trog, nge rất là chán. Phải chăg dòg này nghe nhạc k tốt",3,29/03/2019,Nông thúy lan
ai lại mua đt để nghe nhạc loa ngoài cả muốn loa ngoài mau hư thì cứ tiếp tục nghe,0,30/03/2019,Lý
,0,,
Cấu hình máy tốt. Có bảo mật vân tay tốt.  Chơi game mượt. Hỗ trợ 4G rất tốt. Pin trâu và sạc nhanh. Chụp hình tốt. ,5,29/03/2019,Hoài thuận
,0,,
"Vân tay kém, máy nóng, bắt sóng yếu ( lắp 2 sim càng yếu).chụp hình đẹp. Sạc pin nhanh, pin ổn.",3,29/03/2019,Đình trung
,0,,
"Mới mua máy được 1 tuần , ban đầu nên sạc 3 lần 8 tiếng để qua đêm đảm bảo pin sẽ ổn định ko tuột pin như 1 số bạn phản ánh. Mình bật 4g ,lâu lâu lấy đt ra lướt facebook đọc tin tức .Đi làm từ 6h sáng đến 12h trưa pin còn 85 % . Chơi liên quân ổn định . Mặt sau máy đẹp. Chỉ có nhận diện dấu vân tay trong màn hình kém , nên mình bảo mật bằng nhận diện khuôn mặt cũng ok. Nói chung máy tốt trong tầm giá .",5,29/03/2019,Hàn
Tôi rất thích sản phẩm này màn hình đẹp giá cả hợp lý  tôi rất thich,5,26/10/2019,Nguyên khôi
,0,,
Hiện tại mình dùng máy hơn 1 tuần r mình cảm thấy máy rất tốt k có j như mấy bạn đánh giá k tốt ,5,21/10/2019,Lê Minh
A50 sử dụng có cảm giác nguy hiểm. Máy nóng rất nhiều khi so sánh vs a30,0,26/10/2019,Nguyễn hoàng suốt
Mình cũng thấy vậy,0,31/10/2019,Huỳnh Ngọc Hân
,0,,
Mình mua máy từ 20/5 tới nay là 5 tháng 1 ngày máy dùng ok không có gì đáng chê . Chỉ chê là chê những bạn chưa xài mà phán như đúng rồi ấy. Còn về cảm biến vân tay sau lần cập nhật hôm 9/10 đã cải thiện rất tốt chỉ cần các bạn đặt ngón tay đúng vị trí là ổn thôi,5,21/10/2019,Thanh
"Sủ dụng ko có gi à. Buồn cười ,có ngày 1 cái bum. Má nhận ko ra",0,26/10/2019,Nguyễn hoàng suốt
,0,,
Quá hoi hận khi mua a50 mới mua 1 ngày thì bị lỗi không mở nguồn được. Đổi cái mới 6 ngày bị vậy nữa. Chán ,1,07/04/2019,Thành danh
,0,,
"Mua máy 25/3 thì lỗi màn hình tối rung, giật đến 31/3 đổi máy khác về vẫn thế lỗi quá nhiều, vân tay kém, sóng wifi yếu, pin tụt nhanh, để dữ uy tín hãng samsung lên thu hồi A50 dùng bực mình quá
",1,07/04/2019,Tuệ
Mình cũng bị lỗi giựt và chớp màn hình khi vừa mở khóa điện thoại....,0,07/04/2019,Hữu
,0,,
Quá sai lầm khi mua máy này. Nhìn chỉ được cái bề ngoài. Không bằng con máy trung quốc. Samsung quá kém cỏi. Sự tụt dốc về chất lượng . Cảm thấy ngu người khi đặt niềm tin vào samsung,1,07/04/2019,Sơn Đạt
làm sao hả bạn ơi,0,07/04/2019,vu hung
,0,,
"Máy mình mua sài sau 2 tuần thì gặp tình trạng khi vừa mở khóa màn hình lên thì bị tối màu và bên trong chớp chớp giựt giựt, mình phải tắt máy rồi mở khóa lại thì không bị nữa... Rồi lâu lâu lại bị như cũ... QTV kêu mình khôi phục lại cài đặt gốc... Xong vẫn gặp lỗi y như trên.",3,07/04/2019,Huỳnh Minh Hữu
,0,,
,0,,
"Mua được 1 tháng, cảm ứng hay loạn không nhạy.......... máy bị đơ mau hết pin sạc nhanh nhưng rất chậm, ",1,24/07/2019,Lê Thị Trăng
,0,,
Máy dùng hay bị lỗi cảm ứng.phát video khoảng 10p nóng máy.nên chỉ đánh giá ở mức tạm đc so với sam sung j7 pro thì máy chỉ hơn về phần mềm và màn hình giọt nước ,2,23/07/2019,Đặng mạnh quyền
,0,,
Mình xài gần 1 tháng rồi. Mọi thứ đều ổn mà đâu có tệ như mấy bạn đánh giá đâu. Lúc đầu xem phần đánh giá thấy hoang mang thực sự tính mua f11 mà đến tgdđ mình họ đã khiến mình thay đổi quan điểm,4,21/07/2019,Nguyễn Thanh Hoài
,0,,
"Con a50 nay tôi sài được 1 tháng thi tôi có ý kiến này pin tụt nhanh, hay tự động sáng màn hình, dù tôi đem ra tgdd để chỉnh lại nhưng cũng như ko. Thứ 2 là vân tay wa ư là kém, màn hình ít nhạy ",1,20/07/2019,Thanh Sơn
Camera thì sao ạ,0,22/07/2019,Minh
,0,,
,0,,
"Máy nhìn ok,nhưng tốc độ 4g kém,cùng sim 4g lắp sang máy j5 chạy ầm ầm mà máy này mãi ko chạy.",2,18/04/2019,Nguyen xuan hai
,0,,
Máy này quá tệ . Mới mua mấy ngày mà máy rớt pin nhanh để qua một đêm ở chế độ tiết kiệm pin cùng mất 10% pin. Máy nhiều lúc chạy lúng túng. Ko hiểu lỗi đó nhà sản xuất hay dòng máy này vậy.,1,17/04/2019,Nguyen dinh tuyen
,0,,
"Máy xài ok, cảm ứng phân tay nhạy,sạc nhanh, chụp ảnh sắc nét, âm thanh lớn .Nói chung hài lòng",5,16/04/2019,Vân Đặng
Sạc bao lâu đầy 100% pin z bạn,0,18/04/2019,Phi
Sạc vậy mà nhanh gì chậm như rùa học theo oppo vr xiaomi kìa sạc quá cùi...vân tay k nhạy...kính cường lực quá tệ gorilla glass 3 trong khi đó oppo f9 lại xài gorilla class 6 ,0,18/04/2019,Nguyen khang
,0,,
"Tệ 
Khuyên mọi người không nên mua máy mua về lỗi hết chỗ này sang chỗ nọ thi thoàng máy lại đơ bật máy tắt máy rất chậm pin tụt nhanh kinh khủng chỉ được qcao là giỏi máy nóng(nghe diện thoại khoảng 20p là nóng rồi) sạc pin thì lại càng nóng như lửa đưa ra tiệm sửa thì nó bảo là lỗi phần mềm nhưng đây lại nóng ở cái cắm sạc cơ mà (không hiểu tgdd làm ăn kiểu gì) bàn phím không nhạy ấn chữ này ra chữ kia nhân viên tư vấn không hề nhiệt tình lại còn thái độ nói chung máy rất rất tệ khuyên các bạn hãy cân nhắc kĩ trước khi mua hàng rồi kẻo hối hận ",1,19/06/2019,Võ thị dung
Đt mình mua cũng v.bàn phím đơ.bấm chữ này ra chữ kia.thất vọng thật,0,20/06/2019,Nhì
"chính xác, tui cũng mua máy này, muốn đập cmnl",0,21/06/2019,Nhân
Cam ung cham .chan ghe,0,21/06/2019,Vũ đức linh
Máy các bác sao chứ máy e mua lúc đợt đặt hàng đầu tiên xài đến nay vân k bị gì ,0,22/06/2019,Khánh
,0,,
Mới mua đc 2 ngày. Nhưng sao kết nối mạng 4G mà cứ hiện chữ E hoài. Khởi động máy lại thì lên 4G. Đc thời gian lại hiện chữ E. Mỗi khi bị chữ E là không lên lại 4G đc. Phải khởi động máy lại xài rất là bực. Đem ra tgdđ kiểm tra thì nói là chưa có căn cứ để đổi máy nói có thể do sim. Nhưng sim này đã sài lâu rồi. Đem qua máy khác thì ko bị tình trạng như vậy,1,18/06/2019,Tú
Ban sài một sim thoi .thì sẽ het.máy mih cung zi,0,20/06/2019,Linh
,0,,
"Máy sử dụg tốt, pin trâu, đẹp vân tay dưới màn hìh ko nhạy lắm, để nhạy thì cần cài đặt thêm vân tay cùng một ngón tay sẽ nhạy. Ai cần một máy đẹp để giải trí sử dụg bị thuong nen mua, còn để chơi game, mún độ bền..thì k nên do chip máy nay đa nhiem tốt nhưg game k tốt vs lại viền nhựa dễ trầy bể ",3,18/06/2019,Th hiếu
,0,,
,0,,
" Mua máy dc hơn 2 tháng Chơi game hay có hiện tượng đứng hình máy. Vân tay lúc dc lúc không, nhận diện khuôn mặt cũng zay. Chụp hình đẹp, sắc nét. Nói chung lại là cần khắc phục lại",4,19/05/2019,Huỳnh hữu trắc
,0,,
Qtv cho mình hỏi chút mình mới mua máy chưa đk 1tháng 2 hôm nay mình sạc pin tầm 1tiếng thì máy với sạc nóng ran bạn cho mình biết nguyên nhân với cách sử lý đk k bạn.Mong nhận được câu trả lời sớm,3,18/05/2019,Trần Như Huy
Chào bạn!Dạ xin lỗi đã để bạn đợi lâu! Dạ khi sạc thì adapter nóng lên là bình thường do cần chuyển đổi dòng điện để nạp vào máy bạn nhé. Tuy nhiên bạn vui lòng tắt ứng dụng chạy ngầm trên máy và các kết nối dữ liệu mạng và hạn chế sử dụng máy xem có khắc phục được không nha Xin được thông tin tới bạn ,0,18/05/2019,Phi Long
,0,,
"Máy mình mua được vài ngày nhưng thấy rất ok, chơi game mượt và còn một đều tôi rất thích đó chính là nhân viên tgdt Giồng Riềng, Kiêng Giang phục phụ rất tốt!",5,17/05/2019,Nguyễn Duy Hiệp
ok,0,18/05/2019,Ad
,0,,
,0,,
"Mình sài nhiều dòng máy rồi , samsung A50 này là tệ nhất ,đánh game liên quân thì bị lad đứng máy hoài , khóa để túi quần thì tự mở khóa , vân tay yhi k ăn , đông mấy A50 tệ wa",1,26/05/2019,Tuan anh
,0,,
"Máy ok với tầm giá, pin trâu, nhân viên vui vẻ nhiệt tình, xài mượt, tóm lại là perfect!",5,26/05/2019,Anh
,0,,
"Pin trâu, xài mượt, tốt trong tầm giá, nhân viên vui vẻ nhiệt tình.... tóm lại là tuyệt vời..",5,26/05/2019,Đàm Ngọc Minh
,0,,
,0,,
Em vừa ra tgdd nhận máy hồi tối lúc 7h  và em sài đến sáng em thấy máy này cấu hình cao mà rẻ chơi game đc max setting pin trâu quá tuyệt vời,5,28/03/2019,Dương hoàng thương
,0,,
Máy hụt pin nhanh. Mang tiếng sạc nhanh mà sạc mãi mới đầy. Thua con oppo f5 mình dùng gần 2 năm. Màn hình hay bị treo.  Vân tay chậm. Nóng máy. ,1,28/03/2019,Đức
Mới mua về bạn nên sử dụng hết pin và sạc pin 8 tiếng từ 2-3 lần sẽ ít bị hụt pin ^^,0,29/03/2019,Vinh
,0,,
"Máy tạm ổn. Khi không bật chế độ tiết kiệm pin thì có lẽ rất mau hết nhưng bật rồi thì sd cũng được 15h. Máy chụp ảnh hơi xấu nhưng quay video thì rất tốt nó giảm rung lắc rất đáng kể.
Nếu bạn là 1 người thích quay phim thì nên chọn máy này nhé",4,28/03/2019,Toàn
,0,,
Pin xuống nhanh.mang tiếng máy mới mà test vào liên quân với iphone 5se còn vào chậm hơn.,1,28/03/2019,Tùng lâm
"Mới mua về sạc pin lần đầu điện thoại rất nóng,ra tgdd nhân viên bảo là có thể do xung đột phần mềm nhưng nay nữa tháng rồi vẫn vậy.hỗ trợ sạc nhanh vì máy mau tuột pin à.",4,19/10/2019,Khôi
,0,,
Sản phẩm tốt nhưng e bật đèn flat cảm giác xung quanh mặt sau nó như bị hở ý ạ. Mong mọi người hướng dẫn ạ,4,19/10/2019,Mạnh
"Thế giới di động sẽ liên hệ hướng dẫn, khắc phục lỗi sản phẩm",0,20/10/2019,Xong Lê
Máy mình cũng bị như vậy không biết có bị gì không,0,21/10/2019,Đặng thị Học
Liên hệ kiểu gì ạ,0,02/11/2019,Mạnh
Tại kiểu máy nó như vậy,0,12/11/2019,Tính
Khung và mặt lưng bằng nhựa mỏng nên ánh sáng đi xuyên qua đó bạn.,0,11/01/2020,Hoàng Ramiel
Thật hối hận khi mua máy này lỗi vặt các kiểu bắt sóng thua cả con oppo hơn 4 tr cảm ứng thì k nhạy,1,05/04/2019,Tý
con oppo hiệu gì,0,06/04/2019,No Name
lỗi j thế bạn,0,07/04/2019,bằng
,0,,
"Sau 10 ngày sử dụng a50. Mình đưa ra nhận xét khách quan như sau
Cái ok trước nha: màn hình tuyệt vời xem youtube cực đã. Chơi game liên quân rất mượt. Camera chụp đẹp khỏi chê.Nhiều tùy biến cho các bạn lựa chọn. Pin trâu
Cái không hài lòng: cảm biến vân tay cùi bắp chạm ko nhận cả chục lần thế là mình tắt cmnl đỡ khỏi bực mình
",3,05/04/2019,Kiệt
"cái vân tay mình làm 1 phát được liền mà ta, lúc cài vân tay, mình cầm đt kiểu như xéo góc i chang lúc cầm đt để mở khóa vân tay, thì lúc cài xong  mở rất nhanh",0,07/04/2019,Lê Văn Thanh
,0,,
Máy dung được 9 ngày loạn cảm ứng nhảy tùm lum.bấm ko theo lệnh.đôi lúc đơ màn hình,1,05/04/2019,Phạm thành nam
,0,,
"Mua về được 3 ngày, phần vân tay mình k đánh giá cao, còn lại đều ok hết, k bít các bạn khác chê j nữa, 5*, pin trâu vl ra",5,05/04/2019,Lê văn thanh
Rất tốt. Đẹp mắt và sang trọng với 3 cmr. Hiệu năng cũng mượt mà ko kém các dòng Ram 6gb khác,5,20/07/2019,Tú
,0,,
"Nhờ QTV!!! Con a50 mình vừa mua dưới 36h, giờ có hiện tượng tụt pin đáng kể. Máy đang chế độ off toàn phần (ở chế độ máy bay, ko lắp sim, ko wifi, ko app ngầm, ko thông báo, độ sáng 25%, ko olway on display) mà vẩn tụt pin tầm 5% trong 2h. Nếu mình đem sp ra tgdđ or dmx chứng minh đc do lổi pin thì !!!
-Hỏi: mình có đc 1 đổi 1 hay ko ???.",5,19/07/2019,Khôi
"... Điện thoại mình cũng vậy bạn ạ, ảo tưởng quá rồi ?",0,21/07/2019,Phát
"Mình cũng vừa mua, chưa được 12h đã tắt màn hình. Đem lên TGDĐ lại nói lý do là k cập nhật phần mềm NHƯNG vấn đề là trong lúc nhận máy đến khi máy tắt nguồn k hề có thông báo cập nhật phần mềm nào cả.",0,23/07/2019,TRẦN THỊ BÍCH TUYỀN
,0,,
"Sau nửa tháng trải nghiệm máy mình có 1 số đánh giá cá nhân sau:
Vân tay màn hình: rất tệ. Chỉ mở khóa bằng mẫu hình hoặc khuôn mặt
Độ phân giải màn hình: kém, hình ảnh video khi dùng facebook bị nhòe
Pin: Được, sạc nhanh thời gian sử dụng được lâu
Đây là đánh giá của cá nhân tôi vì mua máy ko chơi game gì dung lượng lớn chỉ chơi TLMN. Chủ yếu chỉ dùng phần mềm để làm việc.
",3,18/07/2019,Trần Văn Tảo
"Pin qua đêm, ko wiffi, ko 4g, ko app ngầm, có hiện tượng tự tụt ko bạn",0,19/07/2019,Khôi
,0,,
"Tôi vừa đặt online nhận hàng sao 20p. Nhân viên giao hàng nhiệt tình, vui vẻ. Tôi mua củng 4 lần mà chưa đc khách hàng thân thiết. Mong lần sau sẻ đc. Về cảm nhận máy sau 2h trải nghiệm thì Pin ổn. Ứng dụng mượt. Cam rất tuyệt. Wifi tốt. 4G chưa thử nên chưa biết. Riêng vân tay màn hình hơi chậm, trong tầm 6tr vậy củng gọi là ổn. Tôi sẻ tiếp tục ủng hộ.",5,18/07/2019,Khôi
Máy bạn k dùg co bị gụt pin ko ,0,18/07/2019,Nguyen tu
Qua đêm mất 2-3% ở chế độ máy bay. Đang chờ trải nghiệm thêm 2-3 ngày xem ntn mới đc. Ko dùng mà mất pin vầy là hơi thất vọng,0,19/07/2019,Khôi
Qua đêm tụt 2-3% buồn quá,0,19/07/2019,Khôi
"Mua hôm 30/04 nói chung xài ổn cho giải trí, game...camera chụp ám vàng nhiều, chụp lần 3 cam 1 lúc thì hình càng tệ hơn
Pin xài thì ok hơn, có điều sạt pin lúc thì nhanh lúc thì chậm (đã tắt hết ứng dụng)",4,16/05/2019,NGUYEN VIET PHUONG
,0,,
"Sau hơn 1 tháng sử dụng mình có đánh giá: Pin tạm ổn, chơi lqmb ổn, chơi pubgmb thỉnh thoảng có hiện tượng đứng khung hình. Thường bị khởi động lại mà không có nguyên nhân. Bắt wifi, bảo mật vân tay, nhận diện khuôn mặt kém. Còn lại moi thứ đều được. ",3,15/05/2019,Lương
,0,,
"mới xài được 1 tháng theo cảm nhận của tôi là mọi người không nên mua, pin 4000 mà tuột nhanh, hay lag",1,15/05/2019,hồ nguyễn lê như
,0,,
"Máy xài êm, mượt pin trâu,màu sắc cũng nhanh. Những thiết kế vỏ nhựa không ưa. Chơi game liên quân max setting luôn",4,28/03/2019,Quy
,0,,
"Mình mua cả 2 phiên bản , cảm nhận máy sài ok , màn hình cực nét , ăn đứt iphone xr khi test video ",5,28/03/2019,Hưng
Chơi game mới biết bạn ơi,0,28/03/2019,Tâm
"Cứ dùng hết 1 tháng là biết máy thế nào ,mong đừng giống M20 nhé ,m20 loạn cảm ứng chưa có đồ thay nha",0,29/03/2019,Châu
,0,,
Chán con a50 này quá.pin tụt nhanh mặc dù 4000mAh.vân tay thì lỗi..ngày chả chơi game gì lên mạng tầm 1h mà chỉ còn khoảng 35% pin...,1,27/03/2019,Nguyễn đức triệu
"Đen thôi, đang xài và cảm thấy khá ưng luôn",0,29/03/2019,Phan Hữu Trung
,0,,
"Nhấn đúp để mở màn hình phải đợi 1 tí nó mới chiệu lên cho mở máy bằng vân tay, sóng của sim được 1 cục, 2 cục sóng, pin nhanh hết. Thế giới di động giờ nhập hàng về bán quá kém.",1,18/10/2019,An
,0,,
"Cho 1 sao cho a50. A50 và a50s đang rất nhiều. Sóng 4g của sim lúc nào cũng 1 cục, 2 cục, pin nhanh hết. Mọi người cân nhắc khi mua a50 và 50s.",1,18/10/2019,An
"tôi cũng vậy, cb đổi máy",0,28/10/2019,nguyễn thành nam
,0,,
Sử dụng được 1 tuần thấy máy rất tốt trong tầm giá. Nhân viên tư vấn nhiệt dễ thương...,5,18/10/2019,Nguyễn Duy Đa
,0,,
Không chê bất kỳ thứ gì chỉ có camera chụp ảnh là ko đẹp nên ko quan tâm lắm .chơi game liên quân cũng ngon đánh 5 ván liên tục ko thấy nóng ở mặt sau máy vậy là ổn rùi ,5,18/10/2019,Huy
,0,,
,0,,
Máy mua được 2 tuần mọi thứ đều ok không gặp những trường hợp như các bạn khác đánh giá. Pin dùng được 1 ngày. Có điều là cục sạc có vấn đề thì phải ghim vào thì sạc nhưng khi động trúng côngn cáp thì cục sạc không vào điện nữa,5,05/04/2019,Tín
híc đúng rồi y chang máy e luôn :( bửa e k làm gì tự nó kêu cổng us gì dính nc mà trong khi đó k hề dính xong e để 1time thì hết h e sạc e cắm nhầm vào ổ điện yếu xong e rút ra h cắm lại nó k vô :( h e k biết sao luôn e cứ cắm nào nó vô thì vô,0,05/04/2019,Phát
,0,,
"Pin nhanh hết , chơi game thì chán , 4G thì yếu , mua xong 2 ngày dùng thử thấy thất vọng tràn chề ! ",3,04/04/2019,Hiển
,0,,
"Tạm ổn. Pin sài được hơn 1 ngày. Camera chụp đẹp. Chơi game lâu thì hơi nóng máy. Vân tay k nhạy, chậm. Mở khóa bằng khuôn mặt thì nhanh. Nhưng trong tối thì không nhận được khuôn mặt. ",4,04/04/2019,Bùi Minh Anh
,0,,
"Máy pin khá khỏe, nhưng sóng yếu, đã gặp trường hợp sđt khác liên hệ nhưng A50 không có nhạc chuông dù vẫn đang để chế độ Âm thanh, nghe điện thoại không thấy có tín hiệu, từ 5-10s mất sóng cả 2 sim, mất âm thanh, khởi động lại máy vẫn bị, nhưng chọn tắt nguồn bật lại lên thì hết, tuy là 24h sau vẫn chưa bị lại, nhưng mình thật sự không yên tâm khi sử dụng, mình lỡ khá nhiều cuộc gọi từ đối tác.",1,04/04/2019,Nguyễn Xuân Chính
Cái đó bình thường mà ông android có phải như iPhone đâu :v,0,19/07/2019,Tam
"(Tam) hoang mang quá ông ạ. Đêm thứ 2 nè, giờ đang chế độ máy bay, off tất cả app ngầm mà nó tụt hơn 5% trong 2h rùi. Giờ nản quá. tui có con Lavender, với Note fe mà có tụt vậy đâu. Thất vọng quá",0,19/07/2019,Khôi
,0,,
Sản phẩm mới thấy ok. Mượt mà cầm im tay. Không quá nặng. Màu xanh dương rất đẹp. Nhân viên giao hàng thân thiện. Nói chuyện giao tiếp tốt. ,4,17/07/2019,Huỳnh tú nguyên
,0,,
Cấu hình đẹp mà giá như vậy như cho không luôn. Pin trâu sạc nhanh camera chụp rất nét. Cảm biến vân tay nhạy. Tôi thích,5,17/07/2019,Song thư
,0,,
Máy tốt cấu hình chơi game ổn. Mỗi tội thi thoảng hơi chậm  chắc tại mình để ẩn nhiều ứng dụng,5,17/07/2019,Hoàng cường
,0,,
"nói chung máy ngon, camera tốt,chạy mượt, nhân viên phục vụ ok. máy tầm trung như thế là ok ",5,16/07/2019,Nguyễn Phạm Phước Thành
ĐT A50 này thấy có nhiều khách hàng đánh giá 1 sao thất vọng sản phẩm của sam sung thật...Vì trước giờ mình là fan của anh sam. ,0,17/05/2019,Haichau
,0,,
"Sản phẩm tốt, giá cả phải chăng
Tôi mới mua A50 4G-64G tại tgdd, muốn nâng cấp lên phiên bản đặc biệt 128G thì thế giới di động có hỗ trợ hok",5,14/05/2019,Tính
,0,,
Sản phẩm tốt chụp ảnh đẹp với lại chơi trò ko bị đứng máy rất hài lòng về sản phẩm này ,5,14/05/2019,Nguyễn Thị Bích Nhu
,0,,
Xài được 2 tháng. Cảm nhận là máy siêu tệ. Nhất là về phần Vân Tay có cũng như không. Máy hay bị đứng phải khởi động lại. Pin 4000 nhưng thực tế vẫn thua Xiaomi redmi note 6 pro chắc do màn hinh sáng hơn. Liên Quân cũng ok. Nói chung thất vọng khi bỏ 7tr để mua. Nếu 7tr mua sp khác chắc chắn ok hơn. Khách quan chứ không dìm nhé.,1,14/05/2019,Hiền Hậu
,0,,
"Mới mua. Vẫn đang trong quá trình test máy, nhận thấy a50 bắt wifi khá kém. 4 vạch nhưng vẫn k load được fb, gọi mess còn đơ đơ như kiểu lúc wifi yếu. Cảm ứng vân tay chưa được ok lắm. Máy sạc nhanh nhưng sạc xong hay bị nóng máy. Lọc ánh sáng xanh không được tốt lâm",3,27/03/2019,Hh
Sạc nào mà không nóng bạn đặc biệt là sạc nhanh nó phải nóng rồi ngáo ngơ mua đt ,0,28/03/2019,Mình
,0,,
Dt k sài được gì cả k sài 4g chơi game dk wifi vào game là tự tắt mới đi bảo hành đổi cái khác h vẫn vậy,1,27/03/2019,Đặng thành sang
,0,,
"Cảm ứng k nhạy, màn hình giật lag, đang sử dụng đột nhiên màn hình tự tắt rồi tự mở lên màn hình khóa, vân tay thử 5 lần đều báo không khớp",1,27/03/2019,Nhu
"Mua được 6 ngày đang sài sập nguồn mở không lên nguồn lại được, nhờ bên tgdd hổ trợ giúp",3,17/10/2019,Giàu
,0,,
